speaker,transcript,sentiment,intonation,pitch range,start_time,end_time,chunk
Customer,Eh doni dot doni at gmail dot com,neutral,falling,middle,9.0,12.7,2
Agent,doni dot doni at gmail dot com,neutral,falling,middle,12.7,15.6,2
Customer,Iya,neutral,falling,middle,15.6,16.1,2
Agent,Nomor handphone silakan disebutkan,neutral,falling,middle,16.1,18.2,2
Customer,0811,neutral,falling,middle,18.2,19.1,2
Agent,Iya,neutral,falling,middle,19.1,19.5,2
Customer,2324,neutral,falling,middle,19.5,20.5,2
Agent,Iya,neutral,falling,middle,20.5,20.9,2
Customer,112,neutral,falling,middle,20.9,21.5,2
Agent,Saya kirimkan kode untuk verifikasi untuk atas nomor handphone Bapak silakan dicek di SMS apakah sudah diterima,neutral,falling,middle,21.5,27.2,2
Customer,Iya sudah,neutral,falling,middle,27.2,28.2,2
Agent,Saya alihkan kembali ke sistem silakan nanti tekan passcode-nya setelah instruksi ya Pak,neutral,falling,middle,28.2,33.3,2
Customer,Iya,neutral,falling,middle,33.3,33.8,2
silence,,neutral,none,none,33.8,35.2,2
Agent,Terima kasih,neutral,falling,middle,35.2,36.3,2
Customer,Saya proses untuk membuatkan laporannya terlebih dahulu mohon ditunggu 1 menit ya Pak,neutral,falling,middle,0.0,2.8,3
Agent,Iya,neutral,normal,middle,2.8,3.1,3
Customer,Terima kasih,positive,falling,middle,3.1,3.8,3
silence,,neutral,none,none,3.8,4.9,3
Agent,Bapak Doni terima kasih atas kesabaran yang menunggu,positive,falling,middle,4.9,7.4,3
Customer,Heeh,neutral,normal,middle,7.4,7.7,3
Agent,Saya konfirmasi hari ini dengan saya Grasela tanggal 8 Januari 2025 menerima untuk permintaan Bapak Doni untuk pengiriman kartu kreditnya melalui email ini sudah kami buat dalam laporan dengan nomor laporan Charlie Bravo Golf Romeo Echo 0801 0205 1347 untuk nomor laporan ini membutuhkan waktu maksimal sampai tanggal 10 Januari 2025 ya Pak,neutral,falling,middle,7.7,20.9,3
Customer,Oh iya,neutral,normal,middle,20.9,21.6,3
Agent,Baik untuk informasinya apakah sudah cukup jelas,neutral,falling,middle,21.6,24.5,3
Customer,Iya sekalian saya mau nanya Mbak ini kan kemarin saya lakukan pembayaran tuh Mbak,neutral,falling,middle,24.5,29.3,3
Agent,Iya,neutral,normal,middle,29.3,29.7,3
Customer,Eh 1.250.500,neutral,falling,middle,29.7,33.9,3
Customer,1 juta 250.500,neutral,normal,middle,0.0,0.9,4
Customer,"Itu udah masuk belum ya, Mbak?",neutral,rising,middle,0.9,2.0,4
Agent,"Baik, kalau kan pemeriksa terlebih dahulu mohon ditunggu ya, Pak?",neutral,rising,middle,2.0,3.5,4
Customer,Iya,neutral,normal,middle,3.5,3.8,4
silence,,neutral,none,none,3.8,4.3,4
Agent,"Bapak terima kasih atas kesabaran yang menunggu, ini untuk pembayaran Rp1.250.500, ini sudah masuk, Pak.",positive,falling,middle,4.3,7.6,4
Customer,"Oke, deh, kalau gitu",neutral,falling,middle,7.6,8.7,4
Agent,"Baik, ada lagi bisa saya bantu?",neutral,rising,middle,8.7,9.8,4
Customer,Itu aja,neutral,normal,middle,9.8,10.2,4
Agent,"Terima kasih, dobel doni telah menghubungi, selamat sore, sehat selalu",positive,falling,middle,10.2,12.4,4
Customer,"Ya, oke",neutral,normal,middle,12.4,12.9,4
