speaker,transcript,sentiment,intonation,pitch range,start_time,end_time,chunk
Customer,Untuk prosesnya 2 hari kerja sampai dengan tanggal 10 Januari 2025 di jam kerja.,neutral,falling,middle,5.9,10.0,3
Agent,Hmm.,neutral,normal,middle,10.0,10.2,3
Customer,Untuk nomor pelaporannya Charlie Bravo Golf Romeo Echo 080125001150 ya Ibu?,neutral,rising,middle,10.2,16.4,3
Agent,1150 ya?,neutral,rising,middle,16.4,17.1,3
Customer,Iya.,neutral,normal,middle,17.1,17.4,3
Customer,Mbak eh satu lagi Mbak saya hari ini transaksi eh ini ada di Tokopedia nominalnya Rp1.250.500.,neutral,falling,middle,17.4,25.9,3
Agent,Iya.,neutral,normal,middle,25.9,26.2,3
Customer,Sudah masuk belum ya?,neutral,rising,middle,26.2,27.9,3
Agent,Baik nominalnya saya ulangi ya Ibu di Rp1.250.500 di Tokopedia.,neutral,falling,middle,27.9,34.4,3
Customer,Di Tokopedia betul.,neutral,falling,middle,34.4,36.4,3
Agent,Baik saya cek ya Ibu mohon ditunggu.,neutral,falling,middle,36.4,39.4,3
Customer,Iya.,neutral,normal,middle,39.4,39.7,3
silence,,neutral,none,none,39.7,41.0,3
Customer,Halo,neutral,rising,middle,0.0,0.3,4
Agent,"Halo Ibu Nina, selamat siang. Apa yang bisa saya bantu?",positive,rising,middle,0.4,1.4,4
Customer,"Saya mau cek transaksi saya, Mbak",neutral,falling,middle,1.5,2.4,4
Agent,"Oke, Ibu Nina. Boleh saya tahu nomor transaksinya?",neutral,falling,middle,2.5,3.6,4
Customer,Nomornya 12505,neutral,falling,middle,3.7,4.5,4
Agent,"Baik, Ibu Nina. Terima kasih atas kesabaran menunggu. Jika saya lakukan pengecekan untuk transaksinya ini sudah masuk ya, Ibu?",positive,rising,middle,4.6,7.2,4
Customer,Heeh,neutral,falling,middle,7.3,7.6,4
Agent,Dan nominalnya eh di toko Lala Rp1.250.500,neutral,falling,middle,7.7,9.3,4
Customer,Oke siap,neutral,falling,middle,9.4,9.8,4
Agent,"Baik, sudah selesai ada lagi Ibu yang bisa saya bantu?",positive,rising,middle,9.9,11.2,4
Customer,"Itu aja, Mbak",neutral,falling,middle,11.3,11.8,4
Agent,"Baik, terima kasih Ibu Nina sudah menghubungi saya Miniaja. Selamat siang sehat selalu ya, Ibu.",positive,falling,middle,11.9,14.1,4
Customer,"Iya, terima kasih, Mbak.",positive,falling,middle,14.2,14.9,4
Agent,"Sama-sama, Ibu.",positive,falling,middle,15.0,15.6,4
silence,,neutral,none,none,15.7,16.4,4
